StudentID,Name,PhysicsMarks,ChemistryMarks,MathematicsMarks,PCM Average,CETMarks
2631,Student_2631,100,56,83,79.66666667,70
2632,Student_2632,97,85,75,85.66666667,62
2633,Student_2633,50,86,76,70.66666667,62
2634,Student_2634,99,72,55,75.33333333,78
2635,Student_2635,87,76,67,76.66666667,53
2636,Student_2636,61,77,84,74,65
2637,Student_2637,94,61,88,81,90
2638,Student_2638,55,81,54,63.33333333,56
2639,Student_2639,90,53,97,80,74
2640,Student_2640,96,85,100,93.66666667,76
2641,Student_2641,66,63,100,76.33333333,84
2642,Student_2642,66,81,94,80.33333333,67
2643,Student_2643,60,64,95,73,56
2644,Student_2644,55,93,72,73.33333333,73
2645,Student_2645,73,68,77,72.66666667,85
2646,Student_2646,97,60,50,69,64
2647,Student_2647,53,88,52,64.33333333,56
2648,Student_2648,88,50,52,63.33333333,86
2649,Student_2649,98,82,70,83.33333333,65
2650,Student_2650,68,83,69,73.33333333,96
2651,Student_2651,80,90,80,83.33333333,76
2652,Student_2652,66,51,78,65,74
2653,Student_2653,81,97,82,86.66666667,52
2654,Student_2654,92,64,77,77.66666667,88
2655,Student_2655,97,81,97,91.66666667,76
2656,Student_2656,71,100,81,84,60
2657,Student_2657,83,53,86,74,97
2658,Student_2658,60,71,86,72.33333333,88
2659,Student_2659,94,53,60,69,98
2660,Student_2660,81,74,91,82,78
2661,Student_2661,69,60,94,74.33333333,70
2662,Student_2662,52,54,84,63.33333333,90
2663,Student_2663,69,57,93,73,98
2664,Student_2664,81,64,78,74.33333333,77
2665,Student_2665,100,84,62,82,79
2666,Student_2666,69,93,60,74,69
2667,Student_2667,89,57,58,68,91
2668,Student_2668,89,96,52,79,74
2669,Student_2669,83,90,80,84.33333333,72
2670,Student_2670,94,86,100,93.33333333,61
2671,Student_2671,94,69,91,84.66666667,61
2672,Student_2672,80,60,61,67,92
2673,Student_2673,89,75,67,77,79
2674,Student_2674,62,87,71,73.33333333,50
2675,Student_2675,66,53,88,69,78
2676,Student_2676,66,73,66,68.33333333,62
2677,Student_2677,56,67,68,63.66666667,93
2678,Student_2678,54,80,94,76,77
2679,Student_2679,95,72,87,84.66666667,79
2680,Student_2680,70,96,93,86.33333333,58
2681,Student_2681,80,53,74,69,79
2682,Student_2682,62,90,94,82,89
2683,Student_2683,83,58,94,78.33333333,58
2684,Student_2684,76,92,59,75.66666667,80
2685,Student_2685,68,71,89,76,89
2686,Student_2686,56,96,87,79.66666667,83
2687,Student_2687,52,56,97,68.33333333,61
2688,Student_2688,76,64,98,79.33333333,54
2689,Student_2689,96,70,71,79,69
2690,Student_2690,75,88,69,77.33333333,97
2691,Student_2691,63,98,50,70.33333333,92
2692,Student_2692,77,99,96,90.66666667,54
2693,Student_2693,87,68,62,72.33333333,100
2694,Student_2694,95,62,77,78,61
2695,Student_2695,71,69,85,75,73
2696,Student_2696,93,84,99,92,73
2697,Student_2697,55,73,58,62,53
2698,Student_2698,99,88,62,83,68
2699,Student_2699,75,61,62,66,100
2700,Student_2700,62,100,98,86.66666667,65
2701,Student_2701,56,100,72,76,57
2702,Student_2702,97,91,83,90.33333333,54
2703,Student_2703,59,97,62,72.66666667,67
2704,Student_2704,60,61,56,59,81
2705,Student_2705,58,96,93,82.33333333,75
2706,Student_2706,76,87,71,78,91
2707,Student_2707,66,98,62,75.33333333,75
2708,Student_2708,81,100,71,84,88
2709,Student_2709,80,67,95,80.66666667,61
2710,Student_2710,87,90,62,79.66666667,97
2711,Student_2711,88,93,93,91.33333333,69
2712,Student_2712,98,74,95,89,97
2713,Student_2713,56,63,96,71.66666667,67
2714,Student_2714,98,65,66,76.33333333,72
2715,Student_2715,56,97,79,77.33333333,58
2716,Student_2716,51,69,99,73,51
2717,Student_2717,97,100,79,92,96
2718,Student_2718,51,88,51,63.33333333,59
2719,Student_2719,71,98,84,84.33333333,53
2720,Student_2720,96,70,78,81.33333333,87
2721,Student_2721,50,72,91,71,75
2722,Student_2722,72,90,87,83,78
2723,Student_2723,86,87,68,80.33333333,75
2724,Student_2724,76,90,78,81.33333333,96
2725,Student_2725,70,66,96,77.33333333,95
2726,Student_2726,70,94,66,76.66666667,76
2727,Student_2727,89,80,98,89,71
2728,Student_2728,84,58,86,76,81
2729,Student_2729,99,66,59,74.66666667,68
2730,Student_2730,96,92,75,87.66666667,87
2731,Student_2731,80,96,83,86.33333333,91
2732,Student_2732,77,79,74,76.66666667,87
2733,Student_2733,86,59,73,72.66666667,89
2734,Student_2734,59,54,51,54.66666667,60
2735,Student_2735,58,54,94,68.66666667,72
2736,Student_2736,70,82,94,82,55
2737,Student_2737,73,57,58,62.66666667,54
2738,Student_2738,98,62,70,76.66666667,83
2739,Student_2739,89,96,80,88.33333333,90
2740,Student_2740,93,72,77,80.66666667,92
2741,Student_2741,92,56,77,75,79
2742,Student_2742,63,70,93,75.33333333,94
2743,Student_2743,97,93,98,96,70
2744,Student_2744,59,79,62,66.66666667,55
2745,Student_2745,77,67,83,75.66666667,97
2746,Student_2746,76,54,99,76.33333333,65
2747,Student_2747,87,95,59,80.33333333,98
2748,Student_2748,84,91,76,83.66666667,86
2749,Student_2749,56,84,95,78.33333333,79
2750,Student_2750,91,67,56,71.33333333,64
2751,Student_2751,95,53,64,70.66666667,97
2752,Student_2752,87,62,73,74,99
2753,Student_2753,56,97,59,70.66666667,91
2754,Student_2754,71,81,52,68,82
2755,Student_2755,53,58,99,70,98
2756,Student_2756,61,96,86,81,76
2757,Student_2757,92,78,100,90,88
2758,Student_2758,61,94,86,80.33333333,50
2759,Student_2759,79,63,88,76.66666667,75
2760,Student_2760,64,83,96,81,76
2761,Student_2761,69,78,69,72,65
2762,Student_2762,76,75,78,76.33333333,56
2763,Student_2763,93,63,68,74.66666667,86
2764,Student_2764,66,77,70,71,95
2765,Student_2765,85,79,52,72,65
2766,Student_2766,67,57,50,58,57
2767,Student_2767,66,76,76,72.66666667,86
2768,Student_2768,60,52,78,63.33333333,57
2769,Student_2769,59,60,79,66,79
2770,Student_2770,85,54,90,76.33333333,83
2771,Student_2771,75,76,52,67.66666667,56
2772,Student_2772,76,52,61,63,72
2773,Student_2773,65,78,76,73,75
2774,Student_2774,77,60,94,77,85
2775,Student_2775,54,70,50,58,88
2776,Student_2776,88,54,80,74,59
2777,Student_2777,71,64,66,67,59
2778,Student_2778,89,56,71,72,50
2779,Student_2779,99,79,58,78.66666667,82
2780,Student_2780,73,73,90,78.66666667,95
2781,Student_2781,94,52,61,69,94
2782,Student_2782,88,80,74,80.66666667,87
2783,Student_2783,93,53,97,81,78
2784,Student_2784,93,79,67,79.66666667,60
2785,Student_2785,72,70,86,76,72
2786,Student_2786,78,65,97,80,58
2787,Student_2787,96,76,85,85.66666667,55
2788,Student_2788,93,77,62,77.33333333,67
2789,Student_2789,56,74,66,65.33333333,69
2790,Student_2790,63,91,70,74.66666667,77
2791,Student_2791,63,55,64,60.66666667,100
2792,Student_2792,67,63,81,70.33333333,70
2793,Student_2793,90,63,88,80.33333333,64
2794,Student_2794,80,51,84,71.66666667,72
2795,Student_2795,54,88,86,76,72
2796,Student_2796,68,63,71,67.33333333,63
2797,Student_2797,98,90,68,85.33333333,56
2798,Student_2798,52,58,100,70,81
2799,Student_2799,77,86,83,82,81
2800,Student_2800,58,57,96,70.33333333,58
2801,Student_2801,93,73,50,72,60
2802,Student_2802,65,61,65,63.66666667,66
2803,Student_2803,73,54,79,68.66666667,55
2804,Student_2804,97,99,74,90,66
2805,Student_2805,80,52,97,76.33333333,58
2806,Student_2806,63,74,66,67.66666667,60
2807,Student_2807,78,81,100,86.33333333,51
2808,Student_2808,96,98,50,81.33333333,56
2809,Student_2809,64,96,92,84,62
2810,Student_2810,100,95,74,89.66666667,50
2811,Student_2811,96,50,72,72.66666667,54
2812,Student_2812,95,79,75,83,87
2813,Student_2813,83,91,91,88.33333333,52
2814,Student_2814,54,79,93,75.33333333,93
2815,Student_2815,60,61,57,59.33333333,81
2816,Student_2816,68,75,51,64.66666667,55
2817,Student_2817,86,65,66,72.33333333,68
2818,Student_2818,58,73,64,65,57
2819,Student_2819,59,59,73,63.66666667,91
2820,Student_2820,96,53,62,70.33333333,84
2821,Student_2821,63,93,68,74.66666667,63
2822,Student_2822,62,57,91,70,69
2823,Student_2823,79,80,68,75.66666667,85
2824,Student_2824,64,99,86,83,69
2825,Student_2825,90,60,70,73.33333333,68
2826,Student_2826,63,66,53,60.66666667,97
2827,Student_2827,59,52,86,65.66666667,92
2828,Student_2828,96,76,89,87,81
2829,Student_2829,62,84,67,71,65
2830,Student_2830,87,79,72,79.33333333,71
2831,Student_2831,79,91,68,79.33333333,99
2832,Student_2832,95,61,85,80.33333333,69
2833,Student_2833,61,80,86,75.66666667,70
2834,Student_2834,94,54,84,77.33333333,85
2835,Student_2835,91,81,54,75.33333333,99
2836,Student_2836,99,86,80,88.33333333,60
2837,Student_2837,74,72,92,79.33333333,95
2838,Student_2838,58,88,83,76.33333333,89
2839,Student_2839,65,81,89,78.33333333,62
2840,Student_2840,82,74,65,73.66666667,63
2841,Student_2841,94,81,77,84,70
2842,Student_2842,66,90,55,70.33333333,100
2843,Student_2843,100,56,73,76.33333333,55
2844,Student_2844,94,51,69,71.33333333,70
2845,Student_2845,100,99,63,87.33333333,79
2846,Student_2846,99,55,70,74.66666667,95
2847,Student_2847,61,99,76,78.66666667,56
2848,Student_2848,65,53,81,66.33333333,75
2849,Student_2849,75,75,65,71.66666667,86
2850,Student_2850,71,55,67,64.33333333,95
2851,Student_2851,72,84,88,81.33333333,53
2852,Student_2852,67,82,68,72.33333333,71
2853,Student_2853,78,96,91,88.33333333,56
2854,Student_2854,77,61,88,75.33333333,56
2855,Student_2855,94,62,66,74,78
2856,Student_2856,58,73,75,68.66666667,91
2857,Student_2857,77,55,92,74.66666667,88
2858,Student_2858,78,56,63,65.66666667,58
2859,Student_2859,89,65,96,83.33333333,70
2860,Student_2860,93,100,97,96.66666667,66
2861,Student_2861,89,57,61,69,50
2862,Student_2862,85,92,93,90,95
2863,Student_2863,80,57,68,68.33333333,89
2864,Student_2864,91,56,67,71.33333333,93
2865,Student_2865,59,79,80,72.66666667,55
2866,Student_2866,93,96,86,91.66666667,72
2867,Student_2867,67,61,75,67.66666667,64
2868,Student_2868,100,85,55,80,88
2869,Student_2869,66,51,74,63.66666667,62
2870,Student_2870,50,94,87,77,95
2871,Student_2871,76,68,86,76.66666667,95
2872,Student_2872,57,97,53,69,65
2873,Student_2873,68,88,52,69.33333333,97
2874,Student_2874,61,62,78,67,72
2875,Student_2875,62,84,51,65.66666667,53
2876,Student_2876,63,50,69,60.66666667,68
2877,Student_2877,58,77,100,78.33333333,91
2878,Student_2878,90,57,79,75.33333333,61
2879,Student_2879,68,92,91,83.66666667,60
2880,Student_2880,67,85,86,79.33333333,67
2881,Student_2881,92,66,100,86,64
2882,Student_2882,94,100,80,91.33333333,87
2883,Student_2883,84,57,94,78.33333333,69
2884,Student_2884,61,97,50,69.33333333,78
2885,Student_2885,73,81,81,78.33333333,74
2886,Student_2886,56,70,71,65.66666667,71
2887,Student_2887,64,91,77,77.33333333,91
2888,Student_2888,96,98,70,88,52
2889,Student_2889,100,54,98,84,94
2890,Student_2890,93,52,100,81.66666667,57
2891,Student_2891,51,82,53,62,92
2892,Student_2892,64,93,50,69,55
2893,Student_2893,87,79,94,86.66666667,89
2894,Student_2894,56,74,80,70,58
2895,Student_2895,97,87,97,93.66666667,95
2896,Student_2896,94,60,72,75.33333333,84
2897,Student_2897,59,75,58,64,62
2898,Student_2898,53,53,59,55,80
2899,Student_2899,59,50,88,65.66666667,52
2900,Student_2900,84,59,78,73.66666667,100
2901,Student_2901,80,54,57,63.66666667,68
2902,Student_2902,51,74,84,69.66666667,67
2903,Student_2903,88,54,94,78.66666667,57
2904,Student_2904,64,83,86,77.66666667,85
2905,Student_2905,66,82,93,80.33333333,62
2906,Student_2906,80,61,63,68,92
2907,Student_2907,100,79,76,85,70
2908,Student_2908,63,84,66,71,51
2909,Student_2909,72,98,55,75,57
2910,Student_2910,96,85,96,92.33333333,65
2911,Student_2911,85,83,95,87.66666667,79
2912,Student_2912,73,77,95,81.66666667,54
2913,Student_2913,87,82,56,75,62
2914,Student_2914,79,62,92,77.66666667,57
2915,Student_2915,95,62,94,83.66666667,57
2916,Student_2916,92,53,63,69.33333333,100
2917,Student_2917,76,85,75,78.66666667,92
2918,Student_2918,68,55,72,65,62
2919,Student_2919,72,57,62,63.66666667,54
2920,Student_2920,56,82,74,70.66666667,60
2921,Student_2921,60,86,54,66.66666667,81
2922,Student_2922,93,72,66,77,63
2923,Student_2923,51,68,57,58.66666667,74
2924,Student_2924,59,77,86,74,73
2925,Student_2925,76,81,76,77.66666667,94
2926,Student_2926,98,63,75,78.66666667,60
2927,Student_2927,65,56,75,65.33333333,71
2928,Student_2928,67,76,81,74.66666667,92
2929,Student_2929,69,57,76,67.33333333,90
2930,Student_2930,69,79,50,66,100
2931,Student_2931,51,85,98,78,56
2932,Student_2932,77,79,99,85,70
2933,Student_2933,86,72,88,82,94
2934,Student_2934,85,94,81,86.66666667,54
2935,Student_2935,59,98,60,72.33333333,81
2936,Student_2936,91,84,88,87.66666667,81
2937,Student_2937,63,83,52,66,89
2938,Student_2938,56,86,67,69.66666667,78
2939,Student_2939,74,96,54,74.66666667,66
2940,Student_2940,60,97,83,80,51
2941,Student_2941,93,76,53,74,93
2942,Student_2942,87,65,68,73.33333333,82
2943,Student_2943,55,71,61,62.33333333,52
2944,Student_2944,90,58,53,67,79
2945,Student_2945,65,90,57,70.66666667,60
2946,Student_2946,64,69,84,72.33333333,74
2947,Student_2947,71,84,61,72,58
2948,Student_2948,50,88,96,78,97
2949,Student_2949,85,77,86,82.66666667,80
2950,Student_2950,83,100,84,89,75
2951,Student_2951,64,64,98,75.33333333,59
2952,Student_2952,56,87,100,81,58
2953,Student_2953,74,60,70,68,53
2954,Student_2954,53,85,63,67,92
2955,Student_2955,54,83,62,66.33333333,87
2956,Student_2956,87,88,97,90.66666667,63
2957,Student_2957,90,71,77,79.33333333,81
2958,Student_2958,81,64,58,67.66666667,96
2959,Student_2959,77,92,75,81.33333333,71
2960,Student_2960,100,64,63,75.66666667,50
2961,Student_2961,91,100,51,80.66666667,53
2962,Student_2962,53,84,81,72.66666667,56
2963,Student_2963,84,73,64,73.66666667,62
2964,Student_2964,91,77,82,83.33333333,74
2965,Student_2965,63,89,87,79.66666667,65
2966,Student_2966,99,66,76,80.33333333,54
2967,Student_2967,67,85,74,75.33333333,59
2968,Student_2968,92,67,70,76.33333333,79
2969,Student_2969,90,79,67,78.66666667,79
2970,Student_2970,95,90,76,87,76
2971,Student_2971,60,55,62,59,54
2972,Student_2972,88,79,95,87.33333333,77
2973,Student_2973,92,83,51,75.33333333,79
2974,Student_2974,53,95,52,66.66666667,66
2975,Student_2975,77,65,69,70.33333333,98
2976,Student_2976,65,87,76,76,64
2977,Student_2977,100,71,87,86,54
2978,Student_2978,84,57,57,66,59
2979,Student_2979,86,92,72,83.33333333,64
2980,Student_2980,92,71,54,72.33333333,61
2981,Student_2981,89,69,76,78,73
2982,Student_2982,100,69,89,86,100
2983,Student_2983,94,53,92,79.66666667,74
2984,Student_2984,70,99,63,77.33333333,71
2985,Student_2985,75,62,54,63.66666667,91
2986,Student_2986,61,65,72,66,51
2987,Student_2987,94,56,86,78.66666667,82
2988,Student_2988,67,56,61,61.33333333,62
2989,Student_2989,55,64,61,60,50
2990,Student_2990,69,52,58,59.66666667,81
2991,Student_2991,57,71,96,74.66666667,86
2992,Student_2992,54,53,93,66.66666667,77
2993,Student_2993,81,77,88,82,54
2994,Student_2994,79,80,90,83,97
2995,Student_2995,92,81,90,87.66666667,88
2996,Student_2996,100,83,78,87,100
2997,Student_2997,77,89,80,82,84
2998,Student_2998,82,91,73,82,53
2999,Student_2999,93,82,64,79.66666667,69
3000,Student_3000,91,66,81,79.33333333,88
3001,Student_3001,68,57,72,65.66666667,86
3002,Student_3002,79,75,92,82,99
3003,Student_3003,63,100,67,76.66666667,69
3004,Student_3004,100,59,96,85,54
3005,Student_3005,94,58,65,72.33333333,75
3006,Student_3006,59,89,100,82.66666667,71
3007,Student_3007,58,94,86,79.33333333,85
3008,Student_3008,75,68,63,68.66666667,86
3009,Student_3009,83,60,51,64.66666667,79
3010,Student_3010,67,63,58,62.66666667,68
3011,Student_3011,99,81,63,81,51
3012,Student_3012,97,94,66,85.66666667,76
3013,Student_3013,66,82,67,71.66666667,79
3014,Student_3014,99,81,63,81,74
3015,Student_3015,57,56,68,60.33333333,52
3016,Student_3016,80,52,92,74.66666667,99
3017,Student_3017,66,90,79,78.33333333,77
3018,Student_3018,72,96,88,85.33333333,100
3019,Student_3019,87,77,95,86.33333333,95
3020,Student_3020,59,71,64,64.66666667,79
3021,Student_3021,96,94,97,95.66666667,61
3022,Student_3022,62,77,87,75.33333333,50
3023,Student_3023,74,82,97,84.33333333,58
3024,Student_3024,72,90,89,83.66666667,77
3025,Student_3025,64,60,59,61,58
3026,Student_3026,95,55,57,69,88
3027,Student_3027,83,60,67,70,92
3028,Student_3028,54,76,83,71,66
3029,Student_3029,55,71,78,68,63
3030,Student_3030,62,86,55,67.66666667,85
3031,Student_3031,91,100,82,91,77
3032,Student_3032,62,97,92,83.66666667,73
3033,Student_3033,50,70,65,61.66666667,97
3034,Student_3034,55,87,51,64.33333333,65
3035,Student_3035,72,68,71,70.33333333,100
3036,Student_3036,91,68,90,83,58
3037,Student_3037,83,78,54,71.66666667,67
3038,Student_3038,99,52,86,79,66
3039,Student_3039,51,99,87,79,74
3040,Student_3040,60,97,95,84,64
3041,Student_3041,56,85,71,70.66666667,66
3042,Student_3042,66,66,94,75.33333333,58
3043,Student_3043,57,99,77,77.66666667,73
3044,Student_3044,77,64,78,73,71
3045,Student_3045,88,64,82,78,60
3046,Student_3046,93,58,85,78.66666667,83
3047,Student_3047,70,55,64,63,82
3048,Student_3048,91,54,66,70.33333333,87
3049,Student_3049,68,93,92,84.33333333,88
3050,Student_3050,92,87,91,90,96
3051,Student_3051,56,55,59,56.66666667,65
3052,Student_3052,88,96,65,83,99
3053,Student_3053,84,54,70,69.33333333,91
3054,Student_3054,99,91,77,89,62
3055,Student_3055,60,64,98,74,100
3056,Student_3056,89,66,75,76.66666667,67
3057,Student_3057,90,74,66,76.66666667,61
3058,Student_3058,90,76,50,72,86
3059,Student_3059,77,59,50,62,76
3060,Student_3060,80,98,63,80.33333333,76
3061,Student_3061,86,70,85,80.33333333,87
3062,Student_3062,84,76,56,72,91
3063,Student_3063,75,50,93,72.66666667,72
3064,Student_3064,77,63,89,76.33333333,56
3065,Student_3065,81,53,74,69.33333333,70
3066,Student_3066,98,52,82,77.33333333,61
3067,Student_3067,93,60,99,84,90
3068,Student_3068,53,95,50,66,51
3069,Student_3069,50,66,90,68.66666667,75
3070,Student_3070,87,52,86,75,58
3071,Student_3071,89,56,88,77.66666667,91
3072,Student_3072,62,98,63,74.33333333,54
3073,Student_3073,70,81,53,68,93
3074,Student_3074,61,78,88,75.66666667,55
3075,Student_3075,62,70,59,63.66666667,52
3076,Student_3076,100,56,62,72.66666667,73
3077,Student_3077,77,67,62,68.66666667,62
3078,Student_3078,97,70,84,83.66666667,70
3079,Student_3079,71,77,64,70.66666667,90
3080,Student_3080,94,68,89,83.66666667,95
3081,Student_3081,62,100,63,75,61
3082,Student_3082,97,55,86,79.33333333,73
3083,Student_3083,67,69,55,63.66666667,50
3084,Student_3084,89,99,50,79.33333333,91
3085,Student_3085,81,51,95,75.66666667,76
3086,Student_3086,97,65,64,75.33333333,75
3087,Student_3087,79,66,75,73.33333333,86
3088,Student_3088,51,63,76,63.33333333,96
3089,Student_3089,87,58,97,80.66666667,79
3090,Student_3090,50,92,63,68.33333333,91
3091,Student_3091,73,87,72,77.33333333,71
3092,Student_3092,63,54,85,67.33333333,60
3093,Student_3093,58,80,64,67.33333333,66
3094,Student_3094,70,88,66,74.66666667,98
3095,Student_3095,68,56,64,62.66666667,75
3096,Student_3096,66,99,67,77.33333333,51
3097,Student_3097,63,93,67,74.33333333,100
3098,Student_3098,58,75,54,62.33333333,95
3099,Student_3099,56,82,66,68,92
3100,Student_3100,77,81,84,80.66666667,59
3101,Student_3101,87,92,84,87.66666667,100
3102,Student_3102,85,51,53,63,56
3103,Student_3103,90,77,63,76.66666667,56
3104,Student_3104,76,50,58,61.33333333,61
3105,Student_3105,80,50,85,71.66666667,51
3106,Student_3106,62,65,50,59,57
3107,Student_3107,95,50,77,74,70
3108,Student_3108,66,84,77,75.66666667,91
3109,Student_3109,73,89,59,73.66666667,85
3110,Student_3110,100,76,51,75.66666667,89
3111,Student_3111,92,83,92,89,96
3112,Student_3112,58,99,89,82,52
3113,Student_3113,66,51,85,67.33333333,85
3114,Student_3114,68,81,85,78,51
3115,Student_3115,60,76,87,74.33333333,61
3116,Student_3116,65,85,85,78.33333333,66
3117,Student_3117,88,92,74,84.66666667,80
3118,Student_3118,74,77,72,74.33333333,97
3119,Student_3119,86,70,87,81,66
3120,Student_3120,97,69,75,80.33333333,68
3121,Student_3121,50,69,54,57.66666667,93
3122,Student_3122,53,59,63,58.33333333,87
3123,Student_3123,76,55,63,64.66666667,61
3124,Student_3124,70,97,72,79.66666667,75
3125,Student_3125,97,52,92,80.33333333,74
3126,Student_3126,97,81,72,83.33333333,91
3127,Student_3127,83,61,90,78,93
3128,Student_3128,74,99,89,87.33333333,75
3129,Student_3129,68,67,85,73.33333333,76
3130,Student_3130,90,54,62,68.66666667,67
3131,Student_3131,59,65,66,63.33333333,91
3132,Student_3132,58,51,73,60.66666667,72
3133,Student_3133,57,50,53,53.33333333,64
3134,Student_3134,78,53,60,63.66666667,54
3135,Student_3135,97,52,89,79.33333333,69
3136,Student_3136,91,56,60,69,61
3137,Student_3137,69,50,67,62,81
3138,Student_3138,72,52,73,65.66666667,55
3139,Student_3139,53,64,73,63.33333333,87
3140,Student_3140,64,84,80,76,98
3141,Student_3141,52,94,73,73,53
3142,Student_3142,73,81,77,77,83
3143,Student_3143,93,80,60,77.66666667,99
3144,Student_3144,74,79,70,74.33333333,96
3145,Student_3145,70,67,59,65.33333333,99
3146,Student_3146,85,54,55,64.66666667,80
3147,Student_3147,96,50,80,75.33333333,52
3148,Student_3148,82,53,79,71.33333333,88
3149,Student_3149,84,87,77,82.66666667,74
3150,Student_3150,92,73,68,77.66666667,64
3151,Student_3151,78,53,57,62.66666667,51
3152,Student_3152,87,89,92,89.33333333,70
3153,Student_3153,86,56,64,68.66666667,71
3154,Student_3154,68,59,50,59,57
3155,Student_3155,92,66,50,69.33333333,72
3156,Student_3156,85,69,60,71.33333333,75
3157,Student_3157,89,69,66,74.66666667,54
3158,Student_3158,85,70,69,74.66666667,66
3159,Student_3159,51,91,98,80,89
3160,Student_3160,79,51,64,64.66666667,72
3161,Student_3161,70,80,98,82.66666667,94
3162,Student_3162,87,81,92,86.66666667,90
3163,Student_3163,85,89,90,88,90
3164,Student_3164,96,77,52,75,90
3165,Student_3165,84,82,97,87.66666667,51
3166,Student_3166,77,71,50,66,58
3167,Student_3167,99,95,55,83,92
3168,Student_3168,64,86,100,83.33333333,58
3169,Student_3169,92,51,71,71.33333333,57
3170,Student_3170,80,89,74,81,78
3171,Student_3171,77,53,95,75,90
3172,Student_3172,54,92,86,77.33333333,88
3173,Student_3173,54,70,94,72.66666667,54
3174,Student_3174,56,93,91,80,70
3175,Student_3175,91,71,87,83,85
3176,Student_3176,91,66,59,72,93
3177,Student_3177,53,60,79,64,57
3178,Student_3178,89,50,79,72.66666667,91
3179,Student_3179,94,79,66,79.66666667,63
3180,Student_3180,86,58,76,73.33333333,69
3181,Student_3181,77,90,53,73.33333333,82
3182,Student_3182,63,63,73,66.33333333,59
3183,Student_3183,94,54,55,67.66666667,80
3184,Student_3184,50,53,93,65.33333333,87
3185,Student_3185,60,52,78,63.33333333,94
3186,Student_3186,79,52,61,64,63
3187,Student_3187,64,55,100,73,96
3188,Student_3188,50,100,77,75.66666667,80
3189,Student_3189,50,91,73,71.33333333,51
3190,Student_3190,82,59,56,65.66666667,62
3191,Student_3191,61,98,78,79,54
3192,Student_3192,79,60,58,65.66666667,75
3193,Student_3193,55,53,62,56.66666667,92
3194,Student_3194,55,77,72,68,77
3195,Student_3195,80,89,70,79.66666667,59
3196,Student_3196,68,77,87,77.33333333,58
3197,Student_3197,92,73,81,82,85
3198,Student_3198,66,83,83,77.33333333,74
3199,Student_3199,67,70,55,64,83
3200,Student_3200,61,57,81,66.33333333,59
3201,Student_3201,59,76,83,72.66666667,99
3202,Student_3202,59,72,58,63,54
3203,Student_3203,76,57,82,71.66666667,67
3204,Student_3204,62,97,51,70,100
3205,Student_3205,50,84,68,67.33333333,92
3206,Student_3206,89,96,79,88,52
3207,Student_3207,78,97,96,90.33333333,71
3208,Student_3208,63,96,79,79.33333333,61
3209,Student_3209,73,62,76,70.33333333,84
3210,Student_3210,98,69,95,87.33333333,78
3211,Student_3211,77,69,55,67,79
3212,Student_3212,93,94,55,80.66666667,85
3213,Student_3213,75,94,83,84,70
3214,Student_3214,70,72,88,76.66666667,53
3215,Student_3215,97,52,50,66.33333333,80
3216,Student_3216,62,64,96,74,98
3217,Student_3217,74,54,70,66,78
3218,Student_3218,55,64,97,72,87
3219,Student_3219,84,80,93,85.66666667,76
3220,Student_3220,62,80,83,75,70
3221,Student_3221,93,71,64,76,85
3222,Student_3222,65,66,89,73.33333333,100
3223,Student_3223,71,68,52,63.66666667,96
3224,Student_3224,86,82,95,87.66666667,69
3225,Student_3225,99,99,77,91.66666667,79
3226,Student_3226,94,67,58,73,84
3227,Student_3227,62,60,87,69.66666667,80
3228,Student_3228,98,59,69,75.33333333,98
3229,Student_3229,84,80,52,72,78
3230,Student_3230,55,54,57,55.33333333,65
3231,Student_3231,70,94,85,83,86
3232,Student_3232,81,83,95,86.33333333,99
3233,Student_3233,84,83,100,89,60
3234,Student_3234,73,65,89,75.66666667,55
3235,Student_3235,69,52,64,61.66666667,69
3236,Student_3236,71,90,83,81.33333333,52
3237,Student_3237,97,66,57,73.33333333,99
3238,Student_3238,56,63,66,61.66666667,56
3239,Student_3239,54,71,74,66.33333333,50
3240,Student_3240,59,61,80,66.66666667,80
3241,Student_3241,74,67,88,76.33333333,54
3242,Student_3242,97,100,94,97,50
3243,Student_3243,82,97,57,78.66666667,72
3244,Student_3244,60,88,97,81.66666667,73
3245,Student_3245,76,87,87,83.33333333,60
3246,Student_3246,77,60,91,76,56
3247,Student_3247,66,91,94,83.66666667,82
3248,Student_3248,84,52,69,68.33333333,53
3249,Student_3249,72,73,65,70,86
3250,Student_3250,78,56,77,70.33333333,83
3251,Student_3251,78,70,60,69.33333333,82
3252,Student_3252,99,70,67,78.66666667,56
3253,Student_3253,64,88,81,77.66666667,55
3254,Student_3254,87,55,82,74.66666667,87
3255,Student_3255,75,99,78,84,65
3256,Student_3256,55,55,92,67.33333333,85
3257,Student_3257,52,66,55,57.66666667,75
3258,Student_3258,85,62,76,74.33333333,69
3259,Student_3259,61,72,83,72,51
3260,Student_3260,63,100,87,83.33333333,93
3261,Student_3261,85,65,60,70,74
3262,Student_3262,81,89,98,89.33333333,71
3263,Student_3263,80,54,56,63.33333333,84
3264,Student_3264,55,89,87,77,64
3265,Student_3265,79,67,81,75.66666667,52
3266,Student_3266,77,98,79,84.66666667,57
3267,Student_3267,51,81,73,68.33333333,87
3268,Student_3268,90,76,95,87,73
3269,Student_3269,76,79,70,75,88
3270,Student_3270,78,61,64,67.66666667,81
3271,Student_3271,89,88,52,76.33333333,51
3272,Student_3272,89,51,56,65.33333333,89
3273,Student_3273,83,100,70,84.33333333,67
